source;target
Si;SiC2H3+
Si;H
C2H4;C2H5+
C2H4;CO
HCO+;C2H5+
HCO+;CO
C2H4;C3H5+
C2H4;CH4
C2H5+;C3H5+
C2H5+;CH4
C2H4+;C3H6+
C2H4+;CH4
CH3CH3;C3H6+
CH3CH3;CH4
C2H4+;C3H7+
C2H4+;CH3
CH3CH3;C3H7+
CH3CH3;CH3
C2H4;PC2H2+
C2H4;H2
P+;PC2H2+
P+;H2
C2H4;C2H4+
C2H4;O2
O2+;C2H4+
O2+;O2
C2H4;PCH2+
C2H4;CH3
PH+;PCH2+
PH+;CH3
C2H4;PC2H3+
C2H4;H2
PH+;PC2H3+
PH+;H2
C2H4;HCS+
C2H4;CH3
S+;HCS+
S+;CH3
C2H4;CH3CS+
C2H4;H
S+;CH3CS+
S+;H
C2H4;C2H3+
C2H4;HS
S+;C2H3+
S+;HS
C2H4+;HC2S+
C2H4+;H2
C2H4+;H
S;HC2S+
S;H2
S;H
C2H4+;SiH2+
C2H4+;CH3CH3
SiH4;SiH2+
SiH4;CH3CH3
C2H4+;SiH3
C2H4+;C2H5+
SiH4;SiH3
SiH4;C2H5+
C2H4+;SiH3+
C2H4+;C2H5
SiH4;SiH3+
SiH4;C2H5
C2H4;PCH2+
C2H4;CH4
PH2+;PCH2+
PH2+;CH4
C2H4;PC2H4+
C2H4;H2
PH2+;PC2H4+
PH2+;H2
C2H4+;H2S+
C2H4+;C2H4
H2S;H2S+
H2S;C2H4
C2H4+;H2CS+
C2H4+;CH4
H2S;H2CS+
H2S;CH4
C2H4+;H3CS+
C2H4+;CH3
H2S;H3CS+
H2S;CH3
C2H4;C5H3+
C2H4;H
C3+;C5H3+
C3+;H
C2H4;C5H2+
C2H4;H2
C3+;C5H2+
C3+;H2
C2H4;C3H2+
C2H4;C2H2
C3+;C3H2+
C3+;C2H2
C2H4;H2C3H+
C2H4;C2H2
C3H+;H2C3H+
C3H+;C2H2
C2H4+;C4H2+
C2H4+;CH3
C3H;C4H2+
C3H;CH3
C2H4+;CH3C4H+
C2H4+;H
C3H;CH3C4H+
C3H;H
C2H4;C5H3+
C2H4;H2
C3H+;C5H3+
C3H+;H2
C2H4+;C4H3+
C2H4+;CH3
C3H2;C4H3+
C3H2;CH3
C2H4+;C4H3+
C2H4+;CH3
H2CCC;C4H3+
H2CCC;CH3
C2H4;CH3CCH+
C2H4;C2H2
C3H2+;CH3CCH+
C3H2+;C2H2
C2H4+;C5H5+
C2H4+;H
C3H2;C5H5+
C3H2;H
C2H4+;C5H5+
C2H4+;H
H2CCC;C5H5+
H2CCC;H
C2H4;C5H5+
C2H4;H
C3H2+;C5H5+
C3H2+;H
C2H4+;C4H3+
C2H4+;CH4
C3H3;C4H3+
C3H3;CH4
C2H4+;C5H5+
C2H4+;H2
C3H3;C5H5+
C3H3;H2
C2H4;C5H5+
C2H4;H2
C3H3+;C5H5+
C3H3+;H2
C2H4;C5H5+
C2H4;H2
H2C3H+;C5H5+
H2C3H+;H2
C2H4+;C4H5+
C2H4+;CH3
CH3CCH;C4H5+
CH3CCH;CH3
C2H4;C4H3+
C2H4;C2H2
C4H+;C4H3+
C4H+;C2H2
C2H4+;C6H4+
C2H4+;H
C4H;C6H4+
C4H;H
C2H4;C6H4+
C2H4;H
C4H+;C6H4+
C4H+;H
C2H4+;C5H2+
C2H4+;CH3
C4H;C5H2+
C4H;CH3
C2H4;C6H5+
C2H4;H
C4H2+;C6H5+
C4H2+;H
C2H4+;C5H3+
C2H4+;CH3
H2CCCC;C5H3+
H2CCCC;CH3
C2H4+;C6H4+
C2H4+;H2
H2CCCC;C6H4+
H2CCCC;H2
C2H4;C6H4+
C2H4;H2
C4H2+;C6H4+
C4H2+;H2
C2H4+;HC3NH+
C2H4+;C2H3
HC3N;HC3NH+
HC3N;C2H3
C2H4;HC3NH+
C2H4;C2H3
HC3N+;HC3NH+
HC3N+;C2H3
C2H4;C2H5+
C2H4;NCCN
NCCNH+;C2H5+
NCCNH+;NCCN
C2H4;C7H3+
C2H4;H
C5+;C7H3+
C5+;H
C2H4;C7H2+
C2H4;H2
C5+;C7H2+
C5+;H2
C2H4;C5H2+
C2H4;C2H2
C5+;C5H2+
C5+;C2H2
C2H4+;C6H2+
C2H4+;CH3
C5H;C6H2+
C5H;CH3
C2H4+;C7H4+
C2H4+;H
C5H;C7H4+
C5H;H
C2H4+;C7H5+
C2H4+;H
C5H2;C7H5+
C5H2;H
C2H4;C7H5+
C2H4;H
C5H2+;C7H5+
C5H2+;H
C2H4+;C6H3+
C2H4+;CH3
C5H2;C6H3+
C5H2;CH3
C2H4;C7H4+
C2H4;H2
C5H2+;C7H4+
C5H2+;H2
C2H4+;C7H2+
C2H4+;CH3
C6H;C7H2+
C6H;CH3
C2H4+;C8H4+
C2H4+;H
C6H;C8H4+
C6H;H
C2H4+;C7H3+
C2H4+;CH3
C6H2;C7H3+
C6H2;CH3
C2H4+;C8H4+
C2H4+;H2
C6H2;C8H4+
C6H2;H2
C2H4;C8H4+
C2H4;H2
C6H2+;C8H4+
C6H2+;H2
C2H4;C6H7+
C2H4;C2H2
C6H5+;C6H7+
C6H5+;C2H2
C2H4+;C8H2+
C2H4+;CH3
C7H;C8H2+
C7H;CH3
C2H4+;C9H4+
C2H4+;H
C7H;C9H4+
C7H;H
C2H4+;C8H3+
C2H4+;CH3
C7H2;C8H3+
C7H2;CH3
C2H4+;C9H4+
C2H4+;H2
C7H2;C9H4+
C7H2;H2
C2H4;C9H4+
C2H4;H2
C7H2+;C9H4+
C7H2+;H2
Si;SiH+
Si;CO
HCO+;SiH+
HCO+;CO
Si+;SiOH+
Si+;CH3
CH3OH;SiOH+
CH3OH;CH3
Si+;SiC3+
Si+;H
C3H;SiC3+
C3H;H
Si;SiC3+
Si;H
C3H+;SiC3+
C3H+;H
Si;SiC3+
Si;H2
C3H2+;SiC3+
C3H2+;H2
Si+;SiC3H+
Si+;H
C3H2;SiC3H+
C3H2;H
Si+;SiC3H+
Si+;H
H2CCC;SiC3H+
H2CCC;H
Si;SiC3H+
Si;H
C3H2+;SiC3H+
C3H2+;H
Si+;SiC3H2+
Si+;H
C3H3;SiC3H2+
C3H3;H
Si;SiC3H2+
Si;H
C3H3+;SiC3H2+
C3H3+;H
Si;SiC3H2+
Si;H
H2C3H+;SiC3H2+
H2C3H+;H
Si;SiC3H+
Si;H2
C3H3+;SiC3H+
C3H3+;H2
Si;SiC3H+
Si;H2
H2C3H+;SiC3H+
H2C3H+;H2
Si+;SiC2H3+
Si+;CH
CH3CCH;SiC2H3+
CH3CCH;CH
Si+;SiC2H+
Si+;CH3
CH3CCH;SiC2H+
CH3CCH;CH3
Si+;SiCH2+
Si+;C2H2
CH3CCH;SiCH2+
CH3CCH;C2H2
Si+;SiOH+
Si+;C2H5
C2H5OH;SiOH+
C2H5OH;C2H5
Si+;SiC4+
Si+;H
C4H;SiC4+
C4H;H
Si+;C4H+
Si+;SiH
H2CCCC;C4H+
H2CCCC;SiH
Si;SiC4+
Si;H2
C4H2+;SiC4+
C4H2+;H2
Si;SiC4H+
Si;H
C4H2+;SiC4H+
C4H2+;H
Si+;SiNC+
Si+;CN
NCCN;SiNC+
NCCN;CN
Si+;SiS+
Si+;CO
OCS;SiS+
OCS;CO
HCO+;H2CO+
HCO+;CO
HCO;H2CO+
HCO;CO
HCO;H2CO+
HCO;N2
HN2+;H2CO+
HN2+;N2
HCO+;CH2NH2+
HCO+;CO
CH2NH;CH2NH2+
CH2NH;CO
HCO+;CH3CH3+
HCO+;CO
C2H5;CH3CH3+
C2H5;CO
HCO+;SiH2+
HCO+;CO
SiH;SiH2+
SiH;CO
HCO+;H3CO+
HCO+;CO
H2CO;H3CO+
H2CO;CO
HCO;H3CO+
HCO;CO
H2CO+;H3CO+
H2CO+;CO
HCO+;C2H7+
HCO+;CO
CH3CH3;C2H7+
CH3CH3;CO
HCO+;SiH3+
HCO+;CO
SiH2;SiH3+
SiH2;CO
HCO+;PH+
HCO+;CO
P;PH+
P;CO
HCO;H2CO+
HCO;NO
HNO+;H2CO+
HNO+;NO
HCO+;PH2+
HCO+;CO
PH;PH2+
PH;CO
HCO;O2H+
HCO;CO
O2+;O2H+
O2+;CO
HCO+;CH3OH2+
HCO+;CO
CH3OH;CH3OH2+
CH3OH;CO
HCO+;HS+
HCO+;CO
S;HS+
S;CO
HCO;HS+
HCO;CO
S+;HS+
S+;CO
HCO+;SiH5+
HCO+;CO
SiH4;SiH5+
SiH4;CO
HCO+;PH3+
HCO+;CO
PH2;PH3+
PH2;CO
HCO;O2
HCO;H2CO+
O2H+;O2
O2H+;H2CO+
HCO+;H2S+
HCO+;CO
HS;H2S+
HS;CO
HCO+;H3S+
HCO+;CO
H2S;H3S+
H2S;CO
HCO+;C3H+
HCO+;CO
C3;C3H+
C3;CO
HCO+;C3H2+
HCO+;CO
C3H;C3H2+
C3H;CO
HCO+;C3H3+
HCO+;CO
C3H2;C3H3+
C3H2;CO
HCO+;H2C3H+
HCO+;CO
H2CCC;H2C3H+
H2CCC;CO
HCO+;CH3CCH+
HCO+;CO
C3H3;CH3CCH+
C3H3;CO
HCO+;HC2O+
HCO+;CO
C2O;HC2O+
C2O;CO
HCO+;C3H5+
HCO+;CO
CH3CCH;C3H5+
CH3CCH;CO
HCO+;HCSi+
HCO+;CO
SiC;HCSi+
SiC;CO
HCO+;SiCH2+
HCO+;CO
HCSi;SiCH2+
HCSi;CO
HCO+;CH3CNH+
HCO+;CO
CH3CN;CH3CNH+
CH3CN;CO
HCO+;CH3CO+
HCO+;CO
H2CCO;CH3CO+
H2CCO;CO
HCO+;NH2CNH+
HCO+;CO
NH2CN;NH2CNH+
NH2CN;CO
HCO+;SiCH3+
HCO+;CO
SiCH2;SiCH3+
SiCH2;CO
HCO+;HCP+
HCO+;CO
CP;HCP+
CP;CO
HCO+;SiNH2+
HCO+;CO
HNSi;SiNH2+
HNSi;CO
HCO+;SiCH4+
HCO+;CO
SiCH3;SiCH4+
SiCH3;CO
HCO+;PCH2+
HCO+;CO
HCP;PCH2+
HCP;CO
HCO+;CH3CHOH+
HCO+;CO
CH3CHO;CH3CHOH+
CH3CHO;CO
HCO+;HCS+
HCO+;CO
CS;HCS+
CS;CO
HCO+;SiOH+
HCO+;CO
SiO;SiOH+
SiO;CO
HCO+;HN2O+
HCO+;CO
N2O;HN2O+
N2O;CO
HCO+;HPN+
HCO+;CO
PN;HPN+
PN;CO
HCO+;PCH4+
HCO+;CO
CH2PH;PCH4+
CH2PH;CO
HCO+;HCOOH2+
HCO+;CO
HCOOH;HCOOH2+
HCOOH;CO
HCO+;C2H5OH2+
HCO+;CO
C2H5OH;C2H5OH2+
C2H5OH;CO
HCO+;CH3OCH4+
HCO+;CO
CH3OCH3;CH3OCH4+
CH3OCH3;CO
HCO+;HNS+
HCO+;CO
NS;HNS+
NS;CO
HCO+;H3CS+
HCO+;CO
H2CS;H3CS+
H2CS;CO
HCO+;H3SiO+
HCO+;CO
H2SiO;H3SiO+
H2SiO;CO
HCO+;HPO+
HCO+;CO
PO;HPO+
PO;CO
HCO+;H2PO+
HCO+;CO
HPO;H2PO+
HPO;CO
HCO+;C4H+
HCO+;CO
C4;C4H+
C4;CO
HCO+;HSO+
HCO+;CO
SO;HSO+
SO;CO
HCO+;C4H2+
HCO+;CO
C4H;C4H2+
C4H;CO
HCO+;HC3N+
HCO+;CO
C3N;HC3N+
C3N;CO
HCO+;C4H3+
HCO+;CO
H2CCCC;C4H3+
H2CCCC;CO
HCO+;HC3NH+
HCO+;CO
HC3N;HC3NH+
HC3N;CO
HCO+;C4H4+
HCO+;CO
C4H3;C4H4+
C4H3;CO
HCO+;HC3O+
HCO+;CO
C3O;HC3O+
C3O;CO
HCO+;NCCNH+
HCO+;CO
NCCN;NCCNH+
NCCN;CO
HCO+;SiC2H+
HCO+;CO
SiC2;SiC2H+
SiC2;CO
HCO+;H4C3N+
HCO+;CO
CH2CHCN;H4C3N+
CH2CHCN;CO
HCO+;SiC2H2+
HCO+;CO
SiC2H;SiC2H2+
SiC2H;CO
HCO+;SiNCH+
HCO+;CO
SiNC;SiNCH+
SiNC;CO
HCO+;SiC2H3+
HCO+;CO
SiC2H2;SiC2H3+
SiC2H2;CO
HCO+;HC2P+
HCO+;CO
CCP;HC2P+
CCP;CO
HCO+;PC2H2+
HCO+;CO
HC2P;PC2H2+
HC2P;CO
HCO+;HC2S+
HCO+;CO
C2S;HC2S+
C2S;CO
HCO+;CH3COCH4+
HCO+;CO
CH3COCH3;CH3COCH4+
CH3COCH3;CO
HCO+;H5C2O2+
HCO+;CO
HCOOCH3;H5C2O2+
HCOOCH3;CO
HCO+;C5H+
HCO+;CO
C5;C5H+
C5;CO
HCO+;HOCS+
HCO+;CO
OCS;HOCS+
OCS;CO
HCO+;HSiO2+
HCO+;CO
SiO2;HSiO2+
SiO2;CO
HCO+;HSiS+
HCO+;CO
SiS;HSiS+
SiS;CO
HCO+;C5H2+
HCO+;CO
C5H;C5H2+
C5H;CO
HCO+;C5H3+
HCO+;CO
C5H2;C5H3+
C5H2;CO
HCO+;C5H5+
HCO+;CO
CH3C4H;C5H5+
CH3C4H;CO
HCO+;SiC3H+
HCO+;CO
SiC3;SiC3H+
SiC3;CO
HCO+;HS2+
HCO+;CO
S2;HS2+
S2;CO
HCO+;CH3C3NH+
HCO+;CO
CH3C3N;CH3C3NH+
CH3C3N;CO
HCO+;SiC3H2+
HCO+;CO
SiC3H;SiC3H2+
SiC3H;CO
HCO+;H2S2+
HCO+;CO
HS2;H2S2+
HS2;CO
HCO+;H3S2+
HCO+;CO
H2S2;H3S2+
H2S2;CO
HCO+;PC3H+
HCO+;CO
C3P;PC3H+
C3P;CO
HCO+;HC3S+
HCO+;CO
C3S;HC3S+
C3S;CO
HCO+;C6H+
HCO+;CO
C6;C6H+
C6;CO
HCO+;C6H2+
HCO+;CO
C6H;C6H2+
C6H;CO
HCO+;HC5N+
HCO+;CO
C5N;HC5N+
C5N;CO
HCO+;C6H3+
HCO+;CO
C6H2;C6H3+
C6H2;CO
HCO+;H2C5N+
HCO+;CO
HC5N;H2C5N+
HC5N;CO
HCO+;SiC4H+
HCO+;CO
SiC4;SiC4H+
SiC4;CO
HCO+;C6H7+
HCO+;CO
C6H6;C6H7+
C6H6;CO
HCO+;PC4H+
HCO+;CO
C4P;PC4H+
C4P;CO
HCO+;HC4S+
HCO+;CO
C4S;HC4S+
C4S;CO
HCO+;C7H+
HCO+;CO
C7;C7H+
C7;CO
HCO+;C7H2+
HCO+;CO
C7H;C7H2+
C7H;CO
HCO+;C7H3+
HCO+;CO
C7H2;C7H3+
C7H2;CO
HCO+;C7H5+
HCO+;CO
C7H4;C7H5+
C7H4;CO
HCO+;CH3C5NH+
HCO+;CO
CH3C5N;CH3C5NH+
CH3C5N;CO
HCO+;C8H+
HCO+;CO
C8;C8H+
C8;CO
HCO+;C8H2+
HCO+;CO
C8H;C8H2+
C8H;CO
HCO+;HC7N+
HCO+;CO
C7N;HC7N+
C7N;CO
HCO+;C8H3+
HCO+;CO
C8H2;C8H3+
C8H2;CO
HCO+;H2C7N+
HCO+;CO
HC7N;H2C7N+
HC7N;CO
HCO+;C9H+
HCO+;CO
C9;C9H+
C9;CO
HCO+;C9H2+
HCO+;CO
C9H;C9H2+
C9H;CO
HCO+;C9H3+
HCO+;CO
C9H2;C9H3+
C9H2;CO
HCO+;CH3C7NH+
HCO+;CO
CH3C7N;CH3C7NH+
CH3C7N;CO
HCO+;HC9N+
HCO+;CO
C9N;HC9N+
C9N;CO
HCO+;H2C9N+
HCO+;CO
HC9N;H2C9N+
HC9N;CO
HN2+;H3CO+
HN2+;N2
H2CO;H3CO+
H2CO;N2
HN2+;HS+
HN2+;N2
S;HS+
S;N2
HN2+;CH3CNH+
HN2+;N2
CH3CN;CH3CNH+
CH3CN;N2
HN2+;HCO2+
HN2+;N2
CO2;HCO2+
CO2;N2
HN2+;HC3NH+
HN2+;N2
HC3N;HC3NH+
HC3N;N2
HN2+;NCCNH+
HN2+;N2
NCCN;NCCNH+
NCCN;N2
HN2+;C6H7+
HN2+;N2
C6H6;C6H7+
C6H6;N2
C2H5+;H3CO+
C2H5+;C2H4
H2CO;H3CO+
H2CO;C2H4
C2H5+;H3S+
C2H5+;C2H4
H2S;H3S+
H2S;C2H4
C2H5+;CH3CNH+
C2H5+;C2H4
CH3CN;CH3CNH+
CH3CN;C2H4
C2H5+;HC3NH+
C2H5+;C2H4
HC3N;HC3NH+
HC3N;C2H4
SiH;SiS+
SiH;H
S+;SiS+
S+;H
NO;O2
NO;HNO+
O2H+;O2
O2H+;HNO+
NO;C2NH+
NO;CO
C3H+;C2NH+
C3H+;CO
H2CO+;H3CO+
H2CO+;HCO
H2CO;H3CO+
H2CO;HCO
H2CO;H3CO+
H2CO;NO
HNO+;H3CO+
HNO+;NO
H2CO;O2
H2CO;HCO+
H2CO;H
O2+;O2
O2+;HCO+
O2+;H
H2CO+;O2H
H2CO+;HCO+
O2;O2H
O2;HCO+
H2CO+;HS+
H2CO+;HCO
S;HS+
S;HCO
H2CO;HS
H2CO;HCO+
S+;HS
S+;HCO+
H2CO;H2S+
H2CO;CO
S+;H2S+
S+;CO
H2CO+;CH3OH2+
H2CO+;HCO
CH3OH;CH3OH2+
CH3OH;HCO
H2CO;O2
H2CO;H3CO+
O2H+;O2
O2H+;H3CO+
H2CO;CH3CHOH+
H2CO;H2O
CH3OH2+;CH3CHOH+
CH3OH2+;H2O
H2CO;H5C2O2+
H2CO;H2
CH3OH2+;H5C2O2+
CH3OH2+;H2
H2CO;H2S
H2CO;H3CO+
H3S+;H2S
H3S+;H3CO+
H2CO;H2CCl+
H2CO;CO
CCl+;H2CCl+
CCl+;CO
H2CO;CH3COCH4+
H2CO;H2O
C2H5OH2+;CH3COCH4+
C2H5OH2+;H2O
H2CO;CH3COCH4+
H2CO;HCO
CH3COCH3+;CH3COCH4+
CH3COCH3+;HCO
CH3CH3+;H3S+
CH3CH3+;C2H5
H2S;H3S+
H2S;C2H5
CH3CH3;H2S2+
CH3CH3;C2H4
S2+;H2S2+
S2+;C2H4
SiH2+;SiOH+
SiH2+;OH
O2;SiOH+
O2;OH
SiH2+;HSiS+
SiH2+;H
S;HSiS+
S;H
P+;PO+
P+;O
O2;PO+
O2;O
P+;HPO+
P+;CH3
CH3OH;HPO+
CH3OH;CH3
P;PC3H+
P;H
C3H2+;PC3H+
C3H2+;H
P+;PO+
P+;CO
CO2;PO+
CO2;CO
P;PC4H+
P;H
C4H2+;PC4H+
C4H2+;H
P+;PO+
P+;CS
OCS;PO+
OCS;CS
HNO+;HS+
HNO+;NO
S;HS+
S;NO
HNO+;HCO2+
HNO+;NO
CO2;HCO2+
CO2;NO
H3CO+;CH3OH2+
H3CO+;H2CO
CH3OH;CH3OH2+
CH3OH;H2CO
H3CO+;H3S+
H3CO+;H2CO
H2S;H3S+
H2S;H2CO
H3CO+;HCOOH2+
H3CO+;H2CO
HCOOH;HCOOH2+
HCOOH;H2CO
H3CO+;C4H3+
H3CO+;H2CO
H2CCCC;C4H3+
H2CCCC;H2CO
SiH3+;H3SiO+
SiH3+;O
O2;H3SiO+
O2;O
PH+;PO+
PH+;OH
O2;PO+
O2;OH
PH+;H2PO+
PH+;CH3
CH3OH;H2PO+
CH3OH;CH3
PH+;H3S+
PH+;P
H2S;H3S+
H2S;P
O2+;O2
O2+;H3CO+
O2+;H
CH3OH;O2
CH3OH;H3CO+
CH3OH;H
O2;SO+
O2;O
S+;SO+
S+;O
O2+;SO+
O2+;O
S;SO+
S;O
O2;PO+
O2;H2O
PH2+;PO+
PH2+;H2O
O2;C3O+
O2;O
C3+;C3O+
C3+;O
O2;C2O
O2;HCO+
C3H+;C2O
C3H+;HCO+
O2;HC2O+
O2;CO
C3H+;HC2O+
C3H+;CO
O2;HC3O+
O2;O
C3H+;HC3O+
C3H+;O
O2;OCS+
O2;O
CS+;OCS+
CS+;O
O2;SO+
O2;SiO
SiS+;SO+
SiS+;SiO
O2;SiO+
O2;SO
SiS+;SiO+
SiS+;SO
CH3OH;PCH4+
CH3OH;H2O
PH2+;PCH4+
PH2+;H2O
CH3OH;H2PO+
CH3OH;CH4
PH2+;H2PO+
PH2+;CH4
CH3OH;CH3OCH4+
CH3OH;H2O
CH3OH2+;CH3OCH4+
CH3OH2+;H2O
CH3OH;CH3OH2+
CH3OH;PH2
PH3+;CH3OH2+
PH3+;PH2
CH3OH;H3CO+
CH3OH;C3H2
C3H+;H3CO+
C3H+;C3H2
CH3OH;HC3O+
CH3OH;CH4
C3H+;HC3O+
C3H+;CH4
CH3OH;CH3OH2+
CH3OH;HCOOH
HCOOH2+;CH3OH2+
HCOOH2+;HCOOH
CH3OH;CH3OH2+
CH3OH;H2CCCC
C4H3+;CH3OH2+
C4H3+;H2CCCC
CH3OH;CH3OH2+
CH3OH;HC3N
HC3NH+;CH3OH2+
HC3NH+;HC3N
CH3OH;CH3OH2+
CH3OH;NCCN
NCCNH+;CH3OH2+
NCCNH+;NCCN
CH3OH;H2S2+
CH3OH;H2CO
S2+;H2S2+
S2+;H2CO
S;HS+
S;O2
O2H+;HS+
O2H+;O2
S+;S2+
S+;H2
H2S;S2+
H2S;H2
S+;HS2+
S+;H
H2S;HS2+
H2S;H
S;H2S2+
S;H
H3S+;H2S2+
H3S+;H
S+;C3S+
S+;H
C3H;C3S+
C3H;H
S+;HC3S+
S+;H
C3H2;HC3S+
C3H2;H
S+;HC3S+
S+;H
H2CCC;HC3S+
H2CCC;H
S;HC3S+
S;H
C3H2+;HC3S+
C3H2+;H
S;HC3S+
S;H2
C3H3+;HC3S+
C3H3+;H2
S;HC3S+
S;H2
H2C3H+;HC3S+
H2C3H+;H2
S;H2CS
S;Si+
SiCH2+;H2CS
SiCH2+;Si+
S;SO
S;Si+
SiO+;SO
SiO+;Si+
S+;C4S+
S+;H
C4H;C4S+
C4H;H
S+;HC4S+
S+;H
H2CCCC;HC4S+
H2CCCC;H
S;HC4S+
S;H
C4H2+;HC4S+
C4H2+;H
S+;CS
S+;C3H2+
H2CCCC;CS
H2CCCC;C3H2+
S+;C4H+
S+;HS
H2CCCC;C4H+
H2CCCC;HS
S;HC4S+
S;H2
C4H3+;HC4S+
C4H3+;H2
S+;S2+
S+;CO
OCS;S2+
OCS;CO
O2H+;HCO2+
O2H+;O2
CO2;HCO2+
CO2;O2
HS+;H3S+
HS+;S
H2S;H3S+
H2S;S
HS+;HS2+
HS+;H2
H2S;HS2+
H2S;H2
CH3OH2+;HCOOH2+
CH3OH2+;CH3OH
HCOOH;HCOOH2+
HCOOH;CH3OH
PH3+;H3S+
PH3+;PH2
H2S;H3S+
H2S;PH2
H2S+;H3S+
H2S+;HS
H2S;H3S+
H2S;HS
H2S;CS
H2S;C2H3+
C3H+;CS
C3H+;C2H3+
H2S;HCS+
H2S;C2H2
C3H+;HCS+
C3H+;C2H2
H2S;HC3S+
H2S;H2
C3H+;HC3S+
C3H+;H2
H2S;HCS+
H2S;HCN
C2N+;HCS+
C2N+;HCN
H2S;S2+
H2S;H2O
SO+;S2+
SO+;H2O
H2S;H2S+
H2S;N2O
N2O+;H2S+
N2O+;N2O
H2S;HN2O+
H2S;HS
N2O+;HN2O+
N2O+;HS
H2S;H3S+
H2S;SiS
HSiS+;H3S+
HSiS+;SiS
H2S;S2
H2S;H3S+
HS2+;S2
HS2+;H3S+
C3+;C5H+
C3+;CN
HC3N;C5H+
HC3N;CN
C3H;C6H2+
C3H;H
C3H2+;C6H2+
C3H2+;H
C3H;C6H2+
C3H;H2
C3H3+;C6H2+
C3H3+;H2
C3H;C6H2+
C3H;H2
H2C3H+;C6H2+
H2C3H+;H2
C3H;C6H3+
C3H;H
C3H3+;C6H3+
C3H3+;H
C3H;C6H3+
C3H;H
H2C3H+;C6H3+
H2C3H+;H
C3H+;HC3O+
C3H+;CO
CO2;HC3O+
CO2;CO
C3H;C7+
C3H;H2
C4H+;C7+
C4H+;H2
C3H;C7H+
C3H;H
C4H+;C7H+
C4H+;H
C3H;C7H2+
C3H;H
C4H2+;C7H2+
C4H2+;H
C3H+;C5H+
C3H+;C2H2
H2CCCC;C5H+
H2CCCC;C2H2
C3H+;C5H2+
C3H+;C2H
H2CCCC;C5H2+
H2CCCC;C2H
C3H;C7H3+
C3H;H
C4H3+;C7H3+
C4H3+;H
C3H+;C3O
C3H+;CS+
C3H+;H
OCS;C3O
OCS;CS+
OCS;H
C3H+;HC3O+
C3H+;CS
OCS;HC3O+
OCS;CS
C3H+;HC3S+
C3H+;CO
OCS;HC3S+
OCS;CO
C3H;C8H2+
C3H;H
C5H2+;C8H2+
C5H2+;H
C3H;C9H2+
C3H;H
C6H2+;C9H2+
C6H2+;H
C3H2+;C6H2+
C3H2+;H2
C3H2;C6H2+
C3H2;H2
C3H2+;C6H2+
C3H2+;H2
H2CCC;C6H2+
H2CCC;H2
C3H2+;C6H3+
C3H2+;H
C3H2;C6H3+
C3H2;H
C3H2+;C6H3+
C3H2+;H
H2CCC;C6H3+
H2CCC;H
C3H2;C6H3+
C3H2;H2
C3H3+;C6H3+
C3H3+;H2
H2CCC;C6H3+
H2CCC;H2
C3H3+;C6H3+
C3H3+;H2
C3H2;C6H3+
C3H2;H2
H2C3H+;C6H3+
H2C3H+;H2
H2CCC;C6H3+
H2CCC;H2
H2C3H+;C6H3+
H2C3H+;H2
C3H2+;C6H4+
C3H2+;H
C3H3;C6H4+
C3H3;H
C3H2;C6H4+
C3H2;H
C3H3+;C6H4+
C3H3+;H
H2CCC;C6H4+
H2CCC;H
C3H3+;C6H4+
C3H3+;H
C3H2;C6H4+
C3H2;H
H2C3H+;C6H4+
H2C3H+;H
H2CCC;C6H4+
H2CCC;H
H2C3H+;C6H4+
H2C3H+;H
C3H2+;C4H2+
C3H2+;C2H4
CH3CCH;C4H2+
CH3CCH;C2H4
C3H2+;C4H3+
C3H2+;C2H3
CH3CCH;C4H3+
CH3CCH;C2H3
C3H2+;C4H4+
C3H2+;C2H2
CH3CCH;C4H4+
CH3CCH;C2H2
C3H2+;C5H3+
C3H2+;CH3
CH3CCH;C5H3+
CH3CCH;CH3
C3H2+;C6H5+
C3H2+;H
CH3CCH;C6H5+
CH3CCH;H
C3H2+;C7H2+
C3H2+;H
C4H;C7H2+
C4H;H
H2CCC;C7H2+
H2CCC;H
C4H+;C7H2+
C4H+;H
C3H2+;C7H+
C3H2+;H2
C4H;C7H+
C4H;H2
C3H2+;C7H2+
C3H2+;H2
H2CCCC;C7H2+
H2CCCC;H2
C3H2+;C7H3+
C3H2+;H
H2CCCC;C7H3+
H2CCCC;H
C3H2;C7H3+
C3H2;H
C4H2+;C7H3+
C4H2+;H
H2CCC;C7H3+
H2CCC;H
C4H2+;C7H3+
C4H2+;H
C3H2;C7H4+
C3H2;H
C4H3+;C7H4+
C4H3+;H
H2CCC;C7H4+
H2CCC;H
C4H3+;C7H4+
C4H3+;H
C3H2+;C8H+
C3H2+;H2
C5H;C8H+
C5H;H2
C3H2+;C8H2+
C3H2+;H
C5H;C8H2+
C5H;H
C3H2+;C8H2+
C3H2+;H2
C5H2;C8H2+
C5H2;H2
C3H2;C8H2+
C3H2;H2
C5H2+;C8H2+
C5H2+;H2
H2CCC;C8H2+
H2CCC;H2
C5H2+;C8H2+
C5H2+;H2
C3H2+;C8H3+
C3H2+;H
C5H2;C8H3+
C5H2;H
C3H2;C8H3+
C3H2;H
C5H2+;C8H3+
C5H2+;H
H2CCC;C8H3+
H2CCC;H
C5H2+;C8H3+
C5H2+;H
C3H2+;C9H+
C3H2+;H2
C6H;C9H+
C6H;H2
C3H2+;C9H2+
C3H2+;H
C6H;C9H2+
C6H;H
C3H2+;C9H2+
